year_month,hotel,country,meal,market_segment,reserved_room_type,booking_id,adult_nights,children_nights,stays_in_weekend_nights,stays_in_week_nights,room_nights,revenue,adr,average_stay
2016-02,City Hotel,GBR,BB,Offline TA/TO,D,5,34,0,4,11,15,1166.9,77.79333333333334,3.0
2016-02,City Hotel,GBR,BB,Online TA,A,20,74,1,10,33,43,3387.15,78.77093023255814,2.15
2016-02,City Hotel,GBR,BB,Online TA,B,4,20,0,2,8,10,666.3299999999999,66.633,2.5
2016-02,City Hotel,GBR,BB,Online TA,D,9,57,0,9,21,30,2417.73,80.591,3.3333333333333335
2016-02,City Hotel,GBR,BB,Online TA,F,1,8,8,0,4,4,684.0,171.0,4.0
2016-02,City Hotel,GBR,HB,Offline TA/TO,A,1,6,3,2,1,3,353.37,117.79,3.0
2016-02,City Hotel,GBR,HB,Online TA,D,2,15,0,3,3,6,993.0,165.5,3.0
2016-02,City Hotel,GBR,SC,Offline TA/TO,A,2,7,0,2,2,4,249.0,62.25,2.0
2016-02,City Hotel,GBR,SC,Online TA,A,9,54,0,8,19,27,1825.09,67.59592592592593,3.0
2016-02,City Hotel,GNB,BB,Offline TA/TO,A,3,14,0,7,7,14,1176.04,84.00285714285714,4.666666666666667
2016-02,City Hotel,GRC,BB,Corporate,G,1,6,0,0,3,3,336.0,112.0,3.0
2016-02,City Hotel,GRC,BB,Online TA,A,1,10,0,1,4,5,374.0,74.8,5.0
2016-02,City Hotel,HRV,BB,Direct,A,2,7,0,0,4,4,346.0,86.5,2.0
2016-02,City Hotel,HRV,BB,Online TA,A,2,14,0,1,6,7,606.3,86.61428571428571,3.5
2016-02,City Hotel,HRV,BB,Online TA,D,1,6,0,2,1,3,267.9,89.3,3.0
2016-02,City Hotel,HUN,BB,Online TA,A,3,15,0,1,7,8,654.8,81.85,2.6666666666666665
2016-02,City Hotel,HUN,BB,Online TA,D,2,20,0,1,7,8,916.0,114.5,4.0
2016-02,City Hotel,HUN,SC,Online TA,A,1,2,0,0,1,1,81.0,81.0,1.0
2016-02,City Hotel,IND,SC,Online TA,A,1,4,0,1,1,2,162.0,81.0,2.0
2016-02,City Hotel,IRL,BB,Direct,A,2,18,0,3,4,7,621.7,88.81428571428572,3.5
2016-02,City Hotel,IRL,BB,Direct,D,1,8,0,2,2,4,317.4,79.35,4.0
2016-02,City Hotel,IRL,BB,Offline TA/TO,A,1,9,0,0,3,3,276.29999999999995,92.09999999999998,3.0
2016-02,City Hotel,IRL,BB,Online TA,A,2,10,0,0,5,5,381.4,76.28,2.5
2016-02,City Hotel,IRL,BB,Online TA,D,1,4,0,1,1,2,226.0,113.0,2.0
2016-02,City Hotel,IRL,SC,Online TA,A,2,8,0,0,4,4,325.0,81.25,2.0
2016-02,City Hotel,IRN,BB,Offline TA/TO,A,2,9,0,3,3,6,486.99,81.165,3.0
2016-02,City Hotel,ISR,BB,Direct,A,1,8,0,1,3,4,364.0,91.0,4.0
2016-02,City Hotel,ITA,BB,Corporate,A,5,5,0,0,5,5,395.0,79.0,1.0
2016-02,City Hotel,ITA,BB,Direct,D,4,23,0,3,7,10,994.8,99.47999999999999,2.5
2016-02,City Hotel,ITA,BB,Direct,E,1,4,4,1,1,2,332.0,166.0,2.0
2016-02,City Hotel,ITA,BB,Direct,F,1,6,3,0,3,3,434.70000000000005,144.9,3.0
2016-02,City Hotel,ITA,BB,Offline TA/TO,A,3,14,0,5,2,7,534.0,76.28571428571429,2.3333333333333335
2016-02,City Hotel,ITA,BB,Online TA,A,16,83,7,12,31,43,3920.2,91.16744186046512,2.6875
2016-02,City Hotel,ITA,BB,Online TA,B,2,12,0,0,6,6,434.25,72.375,3.0
2016-02,City Hotel,ITA,BB,Online TA,D,8,47,0,6,20,26,2620.15,100.775,3.25
2016-02,City Hotel,ITA,BB,Online TA,F,1,10,10,2,3,5,760.25,152.05,5.0
2016-02,City Hotel,ITA,HB,Online TA,A,2,2,0,2,0,2,258.0,129.0,1.0
2016-02,City Hotel,ITA,SC,Direct,A,1,4,0,1,1,2,168.0,84.0,2.0
2016-02,City Hotel,ITA,SC,Online TA,A,12,67,0,13,22,35,2663.25,76.09285714285714,2.9166666666666665
2016-02,City Hotel,JOR,BB,Online TA,A,1,1,0,0,1,1,66.57,66.57,1.0
2016-02,City Hotel,JPN,BB,Direct,D,1,8,0,3,5,8,820.4,102.55,8.0
2016-02,City Hotel,JPN,BB,Online TA,A,2,8,2,1,3,4,349.1,87.275,2.0
2016-02,City Hotel,JPN,BB,Online TA,B,2,8,0,2,2,4,278.1,69.525,2.0
2016-02,City Hotel,JPN,BB,Online TA,D,1,6,3,0,3,3,291.29999999999995,97.09999999999998,3.0
2016-02,City Hotel,KOR,BB,Corporate,E,1,2,0,0,2,2,172.0,86.0,2.0
2016-02,City Hotel,KOR,BB,Direct,B,1,0,8,1,3,4,268.6,67.15,4.0
2016-02,City Hotel,KOR,BB,Online TA,G,1,2,3,1,0,1,171.26,171.26,1.0
2016-02,City Hotel,KWT,BB,Online TA,D,1,12,0,2,2,4,508.0,127.0,4.0
2016-02,City Hotel,LBN,SC,Online TA,A,1,1,0,0,1,1,80.0,80.0,1.0
2016-02,City Hotel,LBY,BB,Offline TA/TO,A,4,10,0,4,6,10,758.0,75.8,2.5
2016-02,City Hotel,LKA,BB,Online TA,A,1,6,0,2,1,3,279.0,93.0,3.0
2016-02,City Hotel,LTU,BB,Online TA,A,2,9,0,1,4,5,323.64,64.728,2.5
2016-02,City Hotel,LUX,BB,Offline TA/TO,A,1,6,0,1,2,3,230.39999999999998,76.8,3.0
2016-02,City Hotel,LUX,SC,Online TA,A,1,4,0,2,0,2,157.0,78.5,2.0
2016-02,City Hotel,MAR,BB,Offline TA/TO,A,8,42,0,16,22,38,2922.0,76.89473684210526,4.75
2016-02,City Hotel,MAR,BB,Online TA,A,3,18,4,2,8,10,980.0,98.0,3.3333333333333335
2016-02,City Hotel,MAR,BB,Online TA,D,1,3,0,0,1,1,127.0,127.0,1.0
2016-02,City Hotel,MAR,BB,Online TA,F,2,16,12,2,6,8,1491.0,186.375,4.0
2016-02,City Hotel,MCO,SC,Online TA,A,1,2,0,0,1,1,91.0,91.0,1.0
2016-02,City Hotel,MOZ,BB,Offline TA/TO,A,6,26,0,12,14,26,1976.0,76.0,4.333333333333333
2016-02,City Hotel,MUS,SC,Online TA,A,1,6,0,0,3,3,161.91,53.97,3.0
2016-02,City Hotel,MYS,BB,Direct,D,1,4,0,0,2,2,204.0,102.0,2.0
2016-02,City Hotel,MYS,SC,Online TA,A,1,8,0,2,2,4,204.36,51.09,4.0
2016-02,City Hotel,NLD,BB,Direct,A,2,6,0,2,4,6,503.8,83.96666666666667,3.0
2016-02,City Hotel,NLD,BB,Direct,D,1,6,0,1,2,3,291.0,97.0,3.0
2016-02,City Hotel,NLD,BB,Offline TA/TO,A,8,74,0,12,28,40,2181.0299999999997,54.525749999999995,5.0
2016-02,City Hotel,NLD,BB,Online TA,A,17,86,0,9,38,47,3836.53,81.62829787234043,2.764705882352941
2016-02,City Hotel,NLD,BB,Online TA,B,1,8,0,2,2,4,309.56,77.39,4.0
2016-02,City Hotel,NLD,BB,Online TA,D,6,45,0,7,13,20,1947.4499999999998,97.37249999999999,3.3333333333333335
2016-02,City Hotel,NLD,BB,Online TA,F,1,6,6,0,3,3,513.0,171.0,3.0
2016-02,City Hotel,NLD,SC,Online TA,A,8,64,4,11,21,32,2226.04,69.56375,4.0
2016-02,City Hotel,NOR,BB,Corporate,A,2,8,0,0,8,8,640.0,80.0,4.0
2016-02,City Hotel,NOR,BB,Corporate,E,1,2,0,0,2,2,172.0,86.0,2.0
2016-02,City Hotel,NOR,BB,Online TA,D,1,3,0,0,1,1,130.0,130.0,1.0
2016-02,City Hotel,PAN,BB,Offline TA/TO,A,1,4,0,2,0,2,140.0,70.0,2.0
2016-02,City Hotel,POL,BB,Corporate,E,1,4,0,1,3,4,344.0,86.0,4.0
2016-02,City Hotel,POL,BB,Direct,A,1,8,0,0,4,4,255.0,63.75,4.0
2016-02,City Hotel,POL,BB,Direct,D,1,2,1,0,1,1,126.0,126.0,1.0
2016-02,City Hotel,POL,BB,Offline TA/TO,A,1,8,0,1,3,4,232.0,58.0,4.0
2016-02,City Hotel,POL,BB,Online TA,A,8,51,0,7,20,27,2043.6399999999999,75.69037037037036,3.375
2016-02,City Hotel,POL,BB,Online TA,B,2,6,6,0,6,6,450.15,75.02499999999999,3.0
2016-02,City Hotel,PRT,BB,Aviation,A,1,4,0,1,3,4,352.0,88.0,4.0
2016-02,City Hotel,PRT,BB,Complementary,A,2,6,0,2,1,3,15.0,5.0,1.5
2016-02,City Hotel,PRT,BB,Corporate,A,157,252,0,22,197,219,15967.99,72.91319634703196,1.394904458598726
2016-02,City Hotel,PRT,BB,Corporate,E,1,3,0,1,2,3,321.0,107.0,3.0
2016-02,City Hotel,PRT,BB,Corporate,G,1,1,0,0,1,1,101.0,101.0,1.0
2016-02,City Hotel,PRT,BB,Direct,A,37,105,0,12,52,64,5016.5,78.3828125,1.7297297297297298
2016-02,City Hotel,PRT,BB,Direct,B,4,10,9,3,10,13,825.5999999999999,63.5076923076923,3.25
2016-02,City Hotel,PRT,BB,Direct,D,22,74,0,8,28,36,3527.29,97.98027777777777,1.6363636363636365
2016-02,City Hotel,PRT,BB,Direct,E,3,12,0,1,5,6,680.0,113.33333333333333,2.0
2016-02,City Hotel,PRT,BB,Direct,F,4,14,6,5,3,8,855.5,106.9375,2.0
2016-02,City Hotel,PRT,BB,Direct,G,3,7,4,2,1,3,678.0,226.0,1.0
2016-02,City Hotel,PRT,BB,Groups,A,1,8,0,2,2,4,248.0,62.0,4.0
2016-02,City Hotel,PRT,BB,Offline TA/TO,A,74,363,0,84,168,252,19269.03,76.46440476190476,3.4054054054054053
2016-02,City Hotel,PRT,BB,Offline TA/TO,D,6,37,0,6,11,17,1195.8,70.34117647058824,2.8333333333333335
2016-02,City Hotel,PRT,BB,Online TA,A,64,228,23,29,110,139,11558.85,83.15719424460431,2.171875
2016-02,City Hotel,PRT,BB,Online TA,B,8,30,18,11,13,24,1766.05,73.58541666666666,3.0
2016-02,City Hotel,PRT,BB,Online TA,D,22,133,0,19,41,60,6855.8,114.26333333333334,2.727272727272727
2016-02,City Hotel,PRT,BB,Online TA,F,2,6,6,1,2,3,528.0,176.0,1.5
2016-02,City Hotel,PRT,HB,Direct,A,2,6,0,1,2,3,389.0,129.66666666666666,1.5
2016-02,City Hotel,PRT,HB,Direct,D,1,2,0,0,1,1,142.0,142.0,1.0
2016-02,City Hotel,PRT,HB,Offline TA/TO,A,1,5,0,2,3,5,398.75,79.75,5.0
2016-02,City Hotel,PRT,HB,Offline TA/TO,D,1,9,0,0,3,3,485.40000000000003,161.8,3.0
2016-02,City Hotel,PRT,HB,Online TA,A,1,1,0,1,0,1,129.0,129.0,1.0
2016-02,City Hotel,PRT,HB,Online TA,F,1,6,6,2,1,3,594.0,198.0,3.0
2016-02,City Hotel,PRT,SC,Direct,A,3,8,0,0,4,4,330.0,82.5,1.3333333333333333
2016-02,City Hotel,PRT,SC,Offline TA/TO,A,1,1,0,1,0,1,58.4,58.4,1.0
2016-02,City Hotel,PRT,SC,Online TA,A,46,132,0,9,65,74,5542.84,74.90324324324324,1.608695652173913
2016-02,City Hotel,ROU,BB,Offline TA/TO,A,2,10,0,3,4,7,426.01,60.85857142857143,3.5
2016-02,City Hotel,ROU,BB,Online TA,A,2,12,0,2,4,6,488.15000000000003,81.35833333333333,3.0
2016-02,City Hotel,RUS,BB,Offline TA/TO,A,1,1,0,1,0,1,87.0,87.0,1.0
2016-02,City Hotel,RUS,BB,Online TA,A,1,1,0,0,1,1,80.0,80.0,1.0
2016-02,City Hotel,RUS,SC,Online TA,A,2,8,0,0,4,4,324.0,81.0,2.0
2016-02,City Hotel,RWA,BB,Online TA,A,1,10,0,3,7,10,664.5,66.45,10.0
2016-02,City Hotel,SWE,BB,Online TA,D,2,16,0,2,6,8,683.16,85.395,4.0
2016-02,City Hotel,SWE,SC,Online TA,A,2,6,0,1,2,3,214.0,71.33333333333333,1.5
2016-02,City Hotel,THA,SC,Online TA,A,1,4,0,0,2,2,162.0,81.0,2.0
2016-02,City Hotel,TUN,BB,Offline TA/TO,E,1,8,0,0,4,4,343.92,85.98,4.0
2016-02,City Hotel,TUN,BB,Online TA,A,2,7,0,1,3,4,268.63,67.1575,2.0
2016-02,City Hotel,TUR,BB,Online TA,A,1,3,0,0,3,3,240.0,80.0,3.0
2016-02,City Hotel,TUR,BB,Online TA,D,1,4,0,0,2,2,214.0,107.0,2.0
2016-02,City Hotel,UKR,BB,Online TA,A,1,2,0,0,2,2,134.44,67.22,2.0
2016-02,City Hotel,USA,BB,Corporate,G,1,3,0,1,2,3,300.0,100.0,3.0
2016-02,City Hotel,USA,BB,Direct,A,3,14,0,3,5,8,543.95,67.99375,2.6666666666666665
2016-02,City Hotel,USA,BB,Offline TA/TO,A,1,6,0,1,2,3,122.01,40.67,3.0
2016-02,City Hotel,USA,BB,Online TA,A,5,15,0,1,7,8,719.6,89.95,1.6
2016-02,City Hotel,USA,BB,Online TA,B,1,0,6,1,2,3,208.5,69.5,3.0
2016-02,City Hotel,USA,BB,Online TA,F,1,2,1,0,1,1,173.0,173.0,1.0
2016-02,City Hotel,USA,SC,Online TA,A,5,14,0,1,6,7,533.66,76.23714285714286,1.4
2016-02,City Hotel,VEN,BB,Offline TA/TO,A,1,3,0,2,1,3,228.0,76.0,3.0
2016-02,City Hotel,ZAF,BB,Online TA,A,1,4,0,0,2,2,204.0,102.0,2.0
2016-02,Resort Hotel,ARG,BB,Offline TA/TO,A,1,2,0,0,1,1,36.0,36.0,1.0
2016-02,Resort Hotel,ARG,BB,Online TA,D,1,2,1,0,1,1,64.0,64.0,1.0
2016-02,Resort Hotel,AUS,BB,Offline TA/TO,D,1,1,0,0,1,1,50.0,50.0,1.0
2016-02,Resort Hotel,AUS,BB,Online TA,E,1,10,0,2,3,5,289.0,57.8,5.0
2016-02,Resort Hotel,AUT,BB,Direct,A,2,9,0,1,3,4,174.0,43.5,2.0
2016-02,Resort Hotel,BEL,BB,Direct,A,2,13,0,2,8,10,439.01,43.900999999999996,5.0
2016-02,Resort Hotel,BEL,BB,Offline TA/TO,A,1,6,0,2,1,3,87.0,29.0,3.0
2016-02,Resort Hotel,BEL,BB,Online TA,E,1,8,0,2,2,4,288.0,72.0,4.0
2016-02,Resort Hotel,BIH,BB,Direct,A,1,2,0,1,0,1,50.0,50.0,1.0
2016-02,Resort Hotel,BRA,BB,Online TA,A,1,1,0,1,0,1,45.0,45.0,1.0
2016-02,Resort Hotel,BRA,BB,Online TA,F,1,3,0,0,1,1,72.13,72.13,1.0
2016-02,Resort Hotel,BRA,HB,Direct,D,1,4,0,1,1,2,170.0,85.0,2.0
2016-02,Resort Hotel,BRA,HB,Online TA,D,1,34,0,6,11,17,1047.2,61.6,17.0
2016-02,Resort Hotel,CHE,BB,Direct,E,1,2,0,0,1,1,50.0,50.0,1.0
2016-02,Resort Hotel,CHE,BB,Offline TA/TO,D,1,8,0,0,4,4,175.04,43.76,4.0
2016-02,Resort Hotel,CHL,BB,Online TA,A,1,6,0,1,2,3,159.99,53.330000000000005,3.0
2016-02,Resort Hotel,CHN,BB,Direct,A,1,3,0,1,0,1,60.0,60.0,1.0
2016-02,Resort Hotel,CHN,BB,Direct,E,1,4,0,0,2,2,136.0,68.0,2.0
2016-02,Resort Hotel,CHN,BB,Direct,F,1,8,0,2,2,4,354.0,88.5,4.0
2016-02,Resort Hotel,CHN,BB,Online TA,A,2,6,0,0,3,3,154.0,51.333333333333336,1.5
2016-02,Resort Hotel,CHN,BB,Online TA,D,2,8,0,2,2,4,165.6,41.4,2.0
2016-02,Resort Hotel,CN,BB,Direct,D,1,4,0,0,2,2,106.0,53.0,2.0
2016-02,Resort Hotel,CN,BB,Online TA,A,1,10,0,2,3,5,240.0,48.0,5.0
2016-02,Resort Hotel,CN,BB,Online TA,E,2,34,0,5,12,17,820.56,48.268235294117645,8.5
2016-02,Resort Hotel,COM,BB,Online TA,A,1,2,1,1,0,1,71.61,71.61,1.0
2016-02,Resort Hotel,DEU,BB,Direct,A,3,14,0,0,7,7,368.0,52.57142857142857,2.3333333333333335
2016-02,Resort Hotel,DEU,BB,Direct,D,1,4,0,2,0,2,116.0,58.0,2.0
2016-02,Resort Hotel,DEU,BB,Offline TA/TO,A,5,60,0,9,20,29,993.04,34.242758620689656,5.8
2016-02,Resort Hotel,DEU,BB,Offline TA/TO,D,1,14,0,2,5,7,265.02,37.86,7.0
2016-02,Resort Hotel,DEU,BB,Online TA,A,7,21,0,1,15,16,694.16,43.385,2.2857142857142856
2016-02,Resort Hotel,DEU,BB,Online TA,E,4,32,0,6,10,16,1119.97,69.998125,4.0
2016-02,Resort Hotel,DEU,FB,Offline TA/TO,E,1,14,0,2,5,7,637.0,91.0,7.0
2016-02,Resort Hotel,DEU,HB,Offline TA/TO,A,1,20,0,4,6,10,576.4,57.64,10.0
2016-02,Resort Hotel,DNK,BB,Online TA,E,1,14,0,2,5,7,258.02,36.86,7.0
2016-02,Resort Hotel,ESP,BB,Direct,A,11,31,0,4,14,18,682.02,37.89,1.6363636363636365
2016-02,Resort Hotel,ESP,BB,Direct,C,1,8,8,2,2,4,272.0,68.0,4.0
2016-02,Resort Hotel,ESP,BB,Direct,D,5,16,0,0,8,8,500.0,62.5,1.6
2016-02,Resort Hotel,ESP,BB,Direct,E,1,2,0,1,0,1,65.0,65.0,1.0
2016-02,Resort Hotel,ESP,BB,Direct,G,3,12,0,1,5,6,636.0,106.0,2.0
2016-02,Resort Hotel,ESP,BB,Direct,H,1,6,2,1,1,2,162.0,81.0,2.0
2016-02,Resort Hotel,ESP,BB,Offline TA/TO,A,18,101,2,12,38,50,1445.8,28.916,2.7777777777777777
2016-02,Resort Hotel,ESP,BB,Offline TA/TO,D,2,6,0,1,2,3,120.4,40.13333333333333,1.5
2016-02,Resort Hotel,ESP,BB,Online TA,A,42,153,0,25,60,85,4301.62,50.60729411764706,2.0238095238095237
2016-02,Resort Hotel,ESP,BB,Online TA,D,3,20,0,4,6,10,592.0,59.2,3.3333333333333335
2016-02,Resort Hotel,ESP,BB,Online TA,E,6,30,0,6,9,15,1087.0,72.46666666666667,2.5
2016-02,Resort Hotel,ESP,BB,Online TA,G,2,10,10,1,4,5,412.0,82.4,2.5
2016-02,Resort Hotel,ESP,BB,Online TA,H,1,3,1,0,1,1,108.0,108.0,1.0
2016-02,Resort Hotel,ESP,FB,Complementary,C,1,4,4,1,1,2,108.0,54.0,2.0
2016-02,Resort Hotel,ESP,FB,Direct,F,1,4,0,0,2,2,248.0,124.0,2.0
2016-02,Resort Hotel,ESP,FB,Groups,A,25,96,0,25,25,50,3120.0,62.4,2.0
2016-02,Resort Hotel,ESP,FB,Offline TA/TO,A,5,29,0,5,8,13,1074.45,82.65,2.6
2016-02,Resort Hotel,ESP,HB,Direct,H,1,4,6,1,1,2,300.0,150.0,2.0
2016-02,Resort Hotel,ESP,HB,Offline TA/TO,A,10,56,2,9,19,28,1602.2,57.221428571428575,2.8
2016-02,Resort Hotel,ESP,HB,Offline TA/TO,C,3,18,14,3,6,9,782.0,86.88888888888889,3.0
2016-02,Resort Hotel,ESP,HB,Offline TA/TO,D,4,18,3,3,6,9,597.0,66.33333333333333,2.25
2016-02,Resort Hotel,ESP,HB,Offline TA/TO,E,2,22,0,4,7,11,536.8,48.8,5.5
2016-02,Resort Hotel,ESP,HB,Online TA,D,3,12,0,1,5,6,539.0,89.83333333333333,2.0
2016-02,Resort Hotel,ESP,HB,Online TA,E,2,8,0,1,3,4,444.99,111.2475,2.0
2016-02,Resort Hotel,ESP,HB,Online TA,F,2,6,0,1,2,3,221.76,73.92,1.5
2016-02,Resort Hotel,ESP,HB,Online TA,G,2,8,6,0,4,4,615.0,153.75,2.0
2016-02,Resort Hotel,ESP,Undefined,Groups,A,22,90,0,0,44,44,3167.0,71.97727272727273,2.0
2016-02,Resort Hotel,FIN,BB,Corporate,A,1,2,0,0,2,2,60.0,30.0,2.0
2016-02,Resort Hotel,FIN,BB,Offline TA/TO,A,3,25,0,7,15,22,555.0,25.227272727272727,7.333333333333333
2016-02,Resort Hotel,FIN,BB,Online TA,A,2,3,0,0,2,2,97.0,48.5,1.0
2016-02,Resort Hotel,FIN,BB,Online TA,D,1,12,0,2,4,6,278.4,46.4,6.0
2016-02,Resort Hotel,FRA,BB,Direct,A,9,26,0,2,12,14,656.0,46.857142857142854,1.5555555555555556
2016-02,Resort Hotel,FRA,BB,Direct,E,2,16,0,2,6,8,513.0,64.125,4.0
2016-02,Resort Hotel,FRA,BB,Direct,G,1,14,7,2,5,7,637.0,91.0,7.0
2016-02,Resort Hotel,FRA,BB,Offline TA/TO,A,1,14,0,2,5,7,192.92,27.56,7.0
2016-02,Resort Hotel,FRA,BB,Offline TA/TO,D,1,14,0,2,5,7,182.0,26.0,7.0
2016-02,Resort Hotel,FRA,BB,Online TA,A,5,37,0,6,16,22,1017.0,46.22727272727273,4.4
2016-02,Resort Hotel,FRA,BB,Online TA,D,3,38,0,6,13,19,1179.98,62.10421052631579,6.333333333333333
2016-02,Resort Hotel,FRA,BB,Online TA,E,2,10,0,0,5,5,346.8,69.36,2.5
2016-02,Resort Hotel,FRA,BB,Online TA,G,1,4,4,0,2,2,152.0,76.0,2.0
2016-02,Resort Hotel,FRA,HB,Direct,E,1,6,0,0,3,3,303.0,101.0,3.0
2016-02,Resort Hotel,FRA,HB,Groups,A,10,38,0,0,20,20,978.0,48.9,2.0
2016-02,Resort Hotel,FRA,HB,Offline TA/TO,A,1,16,0,2,6,8,440.0,55.0,8.0
2016-02,Resort Hotel,FRA,HB,Online TA,A,1,16,0,2,6,8,602.08,75.26,8.0
2016-02,Resort Hotel,FRA,HB,Online TA,E,3,33,14,5,15,20,1485.33,74.2665,6.666666666666667
2016-02,Resort Hotel,FRA,HB,Online TA,G,1,6,0,2,1,3,229.41,76.47,3.0
2016-02,Resort Hotel,FRA,Undefined,Offline TA/TO,A,2,98,0,14,35,49,3613.89,73.75285714285714,24.5
2016-02,Resort Hotel,FRA,Undefined,Offline TA/TO,E,3,126,0,18,45,63,4977.0,79.0,21.0
2016-02,Resort Hotel,GBR,BB,Corporate,E,1,2,0,0,1,1,61.0,61.0,1.0
2016-02,Resort Hotel,GBR,BB,Direct,A,5,29,0,4,13,17,863.0,50.76470588235294,3.4
2016-02,Resort Hotel,GBR,BB,Direct,D,2,10,0,1,4,5,311.0,62.2,2.5
2016-02,Resort Hotel,GBR,BB,Direct,E,1,4,0,0,2,2,122.4,61.2,2.0
2016-02,Resort Hotel,GBR,BB,Direct,F,1,8,0,0,4,4,224.4,56.1,4.0
2016-02,Resort Hotel,GBR,BB,Direct,H,1,6,0,0,3,3,300.0,100.0,3.0
2016-02,Resort Hotel,GBR,BB,Offline TA/TO,A,28,269,0,43,120,163,4352.95,26.705214723926378,5.821428571428571
2016-02,Resort Hotel,GBR,BB,Offline TA/TO,C,1,8,8,0,4,4,186.0,46.5,4.0
2016-02,Resort Hotel,GBR,BB,Offline TA/TO,D,8,98,0,13,36,49,1930.32,39.394285714285715,6.125
2016-02,Resort Hotel,GBR,BB,Offline TA/TO,E,13,152,0,23,53,76,3449.51,45.38828947368421,5.846153846153846
2016-02,Resort Hotel,GBR,BB,Offline TA/TO,F,1,8,0,0,4,4,202.16,50.54,4.0
2016-02,Resort Hotel,GBR,BB,Online TA,A,30,210,0,38,92,130,5892.0599999999995,45.323538461538455,4.333333333333333
2016-02,Resort Hotel,GBR,BB,Online TA,D,11,79,0,13,31,44,2334.64,53.059999999999995,4.0
2016-02,Resort Hotel,GBR,BB,Online TA,E,10,83,0,11,31,42,2070.95,49.30833333333333,4.2
2016-02,Resort Hotel,GBR,BB,Online TA,F,2,4,0,0,2,2,108.42,54.21,1.0
2016-02,Resort Hotel,GBR,BB,Online TA,G,5,42,24,8,13,21,1757.6,83.6952380952381,4.2
2016-02,Resort Hotel,GBR,BB,Online TA,H,2,14,4,2,3,5,429.8,85.96000000000001,2.5
2016-02,Resort Hotel,GBR,FB,Offline TA/TO,A,1,14,0,2,5,7,484.46999999999997,69.21,7.0
2016-02,Resort Hotel,GBR,FB,Offline TA/TO,D,1,7,0,2,5,7,399.0,57.0,7.0
2016-02,Resort Hotel,GBR,HB,Direct,E,1,56,0,8,20,28,1904.0,68.0,28.0
2016-02,Resort Hotel,GBR,HB,Offline TA/TO,A,5,77,0,12,33,45,2468.76,54.86133333333334,9.0
2016-02,Resort Hotel,GBR,HB,Offline TA/TO,D,4,66,0,9,24,33,1973.3000000000002,59.796969696969704,8.25
2016-02,Resort Hotel,GBR,HB,Offline TA/TO,E,5,92,0,13,33,46,3054.1,66.39347826086956,9.2
2016-02,Resort Hotel,GBR,HB,Online TA,A,1,6,0,0,3,3,144.0,48.0,3.0
2016-02,Resort Hotel,GBR,HB,Online TA,C,1,8,8,1,3,4,264.24,66.06,4.0
2016-02,Resort Hotel,GBR,HB,Online TA,E,1,14,0,2,5,7,464.65999999999997,66.38,7.0
2016-02,Resort Hotel,HUN,BB,Online TA,A,1,12,6,2,4,6,369.0,61.5,6.0
2016-02,Resort Hotel,IRL,BB,Direct,A,2,6,0,2,4,6,302.0,50.333333333333336,3.0
2016-02,Resort Hotel,IRL,BB,Direct,D,1,6,0,2,1,3,114.96000000000001,38.32,3.0
2016-02,Resort Hotel,IRL,BB,Direct,E,1,14,0,2,5,7,455.0,65.0,7.0
2016-02,Resort Hotel,IRL,BB,Offline TA/TO,A,10,125,0,18,47,65,1771.8000000000002,27.258461538461543,6.5
2016-02,Resort Hotel,IRL,BB,Offline TA/TO,D,1,18,0,2,7,9,299.7,33.3,9.0
2016-02,Resort Hotel,IRL,BB,Offline TA/TO,E,1,16,0,3,5,8,390.0,48.75,8.0
2016-02,Resort Hotel,IRL,BB,Online TA,A,3,13,0,4,4,8,381.0,47.625,2.6666666666666665
2016-02,Resort Hotel,IRL,BB,Online TA,D,5,50,0,8,17,25,1291.93,51.6772,5.0
2016-02,Resort Hotel,IRL,BB,Online TA,E,1,20,0,2,8,10,432.0,43.2,10.0
2016-02,Resort Hotel,IRL,BB,Online TA,G,1,15,0,2,3,5,345.05,69.01,5.0
2016-02,Resort Hotel,IRL,FB,Offline TA/TO,E,1,14,0,2,5,7,587.3000000000001,83.9,7.0
2016-02,Resort Hotel,IRL,HB,Offline TA/TO,A,1,22,0,2,9,11,605.0,55.0,11.0
2016-02,Resort Hotel,ITA,BB,Direct,E,1,2,0,1,0,1,65.0,65.0,1.0
2016-02,Resort Hotel,ITA,BB,Online TA,A,2,4,0,0,2,2,106.0,53.0,1.0
2016-02,Resort Hotel,JAM,FB,Offline TA/TO,A,1,7,0,2,5,7,347.97,49.71,7.0
2016-02,Resort Hotel,MEX,BB,Online TA,A,1,4,2,0,2,2,175.2,87.6,2.0
2016-02,Resort Hotel,MUS,HB,Online TA,E,1,12,0,1,5,6,588.0,98.0,6.0
2016-02,Resort Hotel,NGA,HB,Offline TA/TO,D,1,10,5,1,4,5,481.25,96.25,5.0
2016-02,Resort Hotel,NLD,BB,Corporate,A,1,1,0,0,1,1,30.0,30.0,1.0
2016-02,Resort Hotel,NLD,BB,Direct,A,1,2,0,0,1,1,55.0,55.0,1.0
2016-02,Resort Hotel,NLD,BB,Direct,D,1,28,0,4,10,14,953.96,68.14,14.0
2016-02,Resort Hotel,NLD,BB,Offline TA/TO,A,4,42,0,8,20,28,690.4100000000001,24.657500000000002,7.0
2016-02,Resort Hotel,NLD,BB,Online TA,A,5,27,0,5,12,17,897.6,52.800000000000004,3.4
